Track 01,Track 02,Track 03,Track 04,Track 05,Track 06,Track 07,Track 08,Track 09,Track 10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,23.697138517599193,NaN,NaN,27.33870697491084,20.103319342135766,22.835667738066025,23.207269983224133,NaN,21.83421345999757
23.918709751020902,23.697138517599193,NaN,NaN,27.33870697491084,20.103319342135766,22.835667738066025,23.207269983224133,NaN,21.83421345999757
23.918709751020902,23.697138517599193,NaN,NaN,27.33870697491084,20.103319342135766,22.835667738066025,23.207269983224133,20.622824995563395,21.83421345999757
23.918709751020902,23.697138517599193,22.073642878404566,NaN,NaN,20.103319342135766,22.835667738066025,23.207269983224133,20.622824995563395,21.83421345999757
23.918709751020902,23.697138517599193,22.073642878404566,NaN,27.33870697491084,20.103319342135766,22.835667738066025,23.207269983224133,20.622824995563395,21.83421345999757
23.918709751020902,23.697138517599193,22.073642878404566,18.84089547867221,27.33870697491084,20.103319342135766,22.835667738066025,23.207269983224133,20.622824995563395,21.83421345999757
23.918709751020902,23.697138517599193,22.073642878404566,18.84089547867221,27.33870697491084,20.103319342135766,22.835667738066025,23.207269983224133,20.622824995563395,21.83421345999757
23.918709751020902,23.697138517599193,22.073642878404566,18.84089547867221,27.33870697491084,20.103319342135766,22.835667738066025,23.207269983224133,20.622824995563395,21.83421345999757
23.918709751020902,23.697138517599193,22.073642878404566,18.84089547867221,27.33870697491084,20.103319342135766,22.835667738066025,23.207269983224133,20.622824995563395,21.83421345999757
23.918709751020902,23.697138517599193,22.073642878404566,18.84089547867221,27.33870697491084,20.103319342135766,22.835667738066025,23.207269983224133,20.622824995563395,21.83421345999757
23.918709751020902,23.697138517599193,22.073642878404566,18.84089547867221,27.33870697491084,20.103319342135766,22.835667738066025,23.207269983224133,20.622824995563395,21.83421345999757
23.918709751020902,23.697138517599193,22.073642878404566,18.84089547867221,27.33870697491084,20.103319342135766,22.835667738066025,23.207269983224133,20.622824995563395,21.83421345999757
23.918709751020902,23.697138517599193,22.073642878404566,18.84089547867221,27.33870697491084,NaN,22.835667738066025,23.207269983224133,NaN,21.83421345999757
23.918709751020902,23.697138517599193,22.073642878404566,18.84089547867221,NaN,NaN,22.835667738066025,23.207269983224133,NaN,NaN
23.918709751020902,23.697138517599193,22.073642878404566,18.84089547867221,NaN,NaN,22.835667738066025,23.207269983224133,NaN,NaN
23.918709751020902,23.697138517599193,22.073642878404566,18.84089547867221,27.33870697491084,NaN,22.835667738066025,NaN,NaN,NaN
23.918709751020902,23.697138517599193,22.073642878404566,18.84089547867221,NaN,NaN,22.835667738066025,NaN,NaN,NaN
23.918709751020902,23.697138517599193,22.073642878404566,18.84089547867221,27.33870697491084,NaN,22.835667738066025,NaN,NaN,NaN
23.918709751020902,23.697138517599193,22.073642878404566,18.84089547867221,27.33870697491084,NaN,22.835667738066025,NaN,NaN,NaN
23.918709751020902,23.697138517599193,22.073642878404566,18.84089547867221,27.33870697491084,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,22.073642878404566,18.84089547867221,27.33870697491084,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,22.073642878404566,18.84089547867221,27.33870697491084,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,22.073642878404566,18.84089547867221,27.33870697491084,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,NaN,18.84089547867221,27.33870697491084,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,NaN,18.84089547867221,27.33870697491084,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,NaN,18.84089547867221,NaN,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,NaN,18.84089547867221,NaN,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.918709751020902,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.918709751020902,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.918709751020902,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23.918709751020902,23.697138517599193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
